I/N,MTM/FMM,T,Fab,Marca,Tipo,Mod,Desc. marca,Desc. Modelo Desc. Tipo,,0Km,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
I,13034177,A,,130,34,177,TOYOTA,HILUX DLX/SR5 SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,,1232600,1171000
I,13034195,A,,130,34,195,TOYOTA,HILUX OTROS SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,7960700,7581600,7220600,6843100,6517200,6206900,5896500
I,13011193,A,,130,11,193,TOYOTA,HILUX RN106L-PRMRE PICK-UP,,,,,,,,,,,,,,,,,,,,,,,,,5010600,4760100
I,13034193,A,,130,34,193,TOYOTA,HILUX RN106L-PRMRE SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,,5010600,4760100
I,13034183,A,,130,34,183,TOYOTA,HILUX SR5 SIN ESPECIFICACION,,,,,,,,,,,,,,,,,,,,,,,,6771100,6432500,6110900
I,13082791,A,,130,82,791,TOYOTA,HILUX SRV TDI 4X2 PICK-UP CABINA DOBLE,,,,,,,,,,,17246700,16630700,15937400,15324400,13725000,13298000,12993000,12505000,11837000,11230000,10668500,,,,,
I,13010522,A,,130,10,522,TOYOTA,HILUX SURF TODO TERRENO,,,,,,,,,,,,,,,,,,,,,,,10330400,9704300,9078200,8452100
I,13010231,A,,130,10,231,TOYOTA,HILUX SURF SSR TODO TERRENO,,,,,,,,,,,,,,,,,,,,,,,10330400,9704300,9078200,8452100
I,13004301,A,,130,04,301,TOYOTA,HILUX SW4 3.0 TURBO DIESERLURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,10017300,9391300,8765200,8139100
I,13010301,A,,130,10,301,TOYOTA,HILUX SW4 3.0 TURBO DIESETLODO TERRENO,,,,,,,,,,,,,,,,,,,,,,,10017300,9391300,8765200,8139100
N,0306844,A,030,68,20,44,TOYOTA,HILUX SW4 4X2 SR 3.0 TDI PICK-UP,,,,,,,,,,,24201600,23468300,22734900,22001500,21268100,20901400,20168000,19434700,18701300,17967900,17234500,,,,,
N,0306864,A,030,68,14,64,TOYOTA,HILUX SW4 4X2 SRV 2.7 VVT-RI U4 RAA/TL 4C/5C UPEUREOR T5A PSAX,,,,,,,,,,,21341300,19772100,18739600,,,,,,,,,,,,,
N,0306865,A,030,68,14,65,TOYOTA,HILUX SW4 4X2 SRV 2.7 VVT-RI U4 RAA/TL 4C/5C UPEUREOR T7A PSAX,,,,,,,,,,,21655100,20085900,19051900,,,,,,,,,,,,,
N,0306832,A,030,68,40,32,TOYOTA,HILUX SW4 4X4 SRV 3.0 TDI TODO TERRENO,,,,,,,,,,,24201600,23468300,22734900,22001500,21268100,20901400,20168000,19434700,18701300,17967900,17234500,,,,,
N,0306859,A,030,68,20,59,TOYOTA,HILUX SW4 4X4 SRV 3.0 TDI 5P AIC/KT  UCP/CUERO,,,,,,,,,,,25668400,24568300,23835000,23101600,22734900,,,,,,,,,,,
N,0306834,A,030,68,40,34,TOYOTA,HILUX SW4 4X4 SRV 3.0 TDI AT/OTDO TERRENO,,,,,,,,,,,,,,22734900,22001500,21268100,20534700,19801400,19068000,18334600,17967900,,,,,
N,0306835,A,030,68,40,35,TOYOTA,HILUX SW4 4X4 SRV 3.0 TDI AT/OTD CO/C TUEERROENO,,,,,,,,,,,,24568300,23835000,23101600,22734900,22001500,21268100,20534700,19801400,19068000,18334600,,,,,
N,0306833,A,030,68,40,33,TOYOTA,HILUX SW4 4X4 SRV 3.0 TDI CT/OCDUOER TOERRENO,,,,,,,,,,,24935000,23835000,23101600,22368200,21634800,21268100,20534700,19801400,19068000,18334600,17967900,,,,,
I,13004302,A,,130,04,302,TOYOTA,HILUX SW4 V6 RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,,6918200
I,13010302,A,,130,10,302,TOYOTA,HILUX SW4 V6 TODO TERRENO,,,,,,,,,,,,,,,,,,,,,,,,,,6918200
I,13004976,A,,130,04,976,TOYOTA,INNOVA SR 2.7 NAFTA 6 A/T R8UARAL 5 PUERTAS,,,,,,23653500,21231300,19043800,17841700,,,,,,,,,,,,,,,,,
I,13004977,A,,130,04,977,TOYOTA,INNOVA SRV 2.7 NAFTA 6 A/TR U8ARAL 5 PUERTAS,,,,,,24949600,22566200,20359300,19138200,,,,,,,,,,,,,,,,,
I,13011091,A,,130,11,091,TOYOTA,LAND CRUISER PICK-UP,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I/N,MTM/FMM,T,Fab,Marca,Tipo,Mod,Desc. marca,Desc. Modelo Desc. Tipo,,0Km,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
I,13004091,A,,130,04,091,TOYOTA,LAND CRUISER RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13010091,A,,130,10,091,TOYOTA,LAND CRUISER TODO TERRENO,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13015091,A,,130,15,091,TOYOTA,LAND CRUISER TRANS.DE PASAJEROS,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13010698,A,,130,10,698,TOYOTA,LAND CRUISER 200 VX TODO TERRENO,,,,,159460000,140130000,130470000,120800000,111140000,101470000,96640000,91810000,86980000,82150000,72480000,62820000,53150000,43490000,,,,,,,,
I,13010B19,A,,130,10,B19,TOYOTA,LAND CRUISER 300 VX TODO TERRENO,,206330000,191890000,178460000,160610000,,,,,,,,,,,,,,,,,,,,,
I,13003086,A,,130,03,086,TOYOTA,LAND CRUISER BJ 75 LV RURAL 3 PUERTAS,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13010695,A,,130,10,695,TOYOTA,LAND CRUISER D-4D TODO TERRENO,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13010352,A,,130,10,352,TOYOTA,LAND CRUISER GX 95 TODO TERRENO,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13011119,A,,130,11,119,TOYOTA,LAND CRUISER J7 PICK-UP,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13010514,A,,130,10,514,TOYOTA,LAND CRUISER LX TURBO TODO TERRENO,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13010226,A,,130,10,226,TOYOTA,LAND CRUISER PRADO TODO TERRENO,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13010215,A,,130,10,215,TOYOTA,LAND CRUISER PRADO GX TODO TERRENO,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13010807,A,,130,10,807,TOYOTA,LAND CRUISER PRADO TXL ATODO TERRENO,,,,,,82150000,72480000,62820000,53150000,43490000,33820000,24160000,21260000,19330000,,,,,,,,,,,,
I,13010549,A,,130,10,549,TOYOTA,LAND CRUISER PRADO VX TODO TERRENO,,,,,,,,,,,,,,,,24160000,21260000,19330000,17400000,15460000,14500000,13530000,12560000,,,
I,13010749,A,,130,10,749,TOYOTA,LAND CRUISER PRADO VX A/TODO TERRENO,,122930000,101470000,91810000,82150000,72480000,62820000,57990000,53150000,48320000,43490000,38660000,33820000,30930000,28990000,27060000,25130000,,,,,,,,,
I,13010752,A,,130,10,752,TOYOTA,LAND CRUISER PRADO VX M/TTODO TERRENO,,,,,,,,,,,,,30566000,27869000,26071000,24273000,22475000,,,,,,,,,
I,13010137,A,,130,10,137,TOYOTA,LAND CRUISER STATION WAGTODNO G TXERRENO,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13015222,A,,130,15,222,TOYOTA,LAND CRUISER STD TRANS.DE PASAJEROS,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13025040,A,,130,25,040,TOYOTA,LAND CRUISER T/TURBO FULJLEEP,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13004082,A,,130,04,082,TOYOTA,LAND CRUISER TD RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13004089,A,,130,04,089,TOYOTA,LAND CRUISER VX RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13010089,A,,130,10,089,TOYOTA,LAND CRUISER VX TODO TERRENO,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13004080,A,,130,04,080,TOYOTA,LAND CRUISER VX 4WD RURAL 5 PUERTAS,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13010080,A,,130,10,080,TOYOTA,LAND CRUISER VX 4WD TODO TERRENO,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13010511,A,,130,10,511,TOYOTA,LAND CRUSIER LX TURBO TODO TERRENO,,,,,,,,,,,,,,,,,,,35960000,32364000,28768000,25172000,21576000,19778000,17980000,16182000
I,13002907,A,,130,02,907,TOYOTA,LEXUS LS400 SEDAN 4 PUERTAS,,,,,,,,,,,,,,,,,,,,,,,,,10698100,10428400
I,13010996,A,,130,10,996,TOYOTA,NEW RAV4 2.0 TODO TERRENO,,,,,,,,,,,,,17030000,16280000,15640000,15230000,14450000,13810000,,,,,,,,
I,13005720,A,,130,05,720,TOYOTA,PRIUS 1.5 CVT SEDAN 5 PUERTAS,,,,,24130000,22980000,21890000,20850000,19850000,18910000,18010000,15850000,13950000,12270000,10800000,9500000,8360000,7360000,,,,,,,,
I,13005744,A,,130,05,744,TOYOTA,PRIUS 1.8 CVT SEDAN 5 PUERTAS,,,,,24130000,22980000,21890000,20850000,19850000,18910000,18010000,15850000,13950000,12270000,10800000,9500000,8360000,7360000,,,,,,,,
I,13005A36,A,,130,05,A36,TOYOTA,PRIUS HV 1.8 CVT SEDAN 5 PUERTAS,,,,,24130000,22980000,21890000,20850000,19850000,18910000,18010000,15850000,13950000,12270000,10800000,9500000,8360000,7360000,,,,,,,,
I,13005820,A,,130,05,820,TOYOTA,PRIUS HYBRID SEDAN 5 PUERTAS,,,,,24130000,22980000,21890000,20850000,19850000,18910000,18010000,15850000,13950000,12270000,10800000,9500000,8360000,7360000,,,,,,,,
I,13003122,A,,130,03,122,TOYOTA,RAV 4 RURAL 3 PUERTAS,,,,,,,,,26521800,22881600,19761300,16641100,13104900,12992600,12640400,12120400,11944300,9360600,8840600,8320600,7280500,7072500,6760500,6552400,6240400,5928400
I,13004122,A,,130,04,122,TOYOTA,RAV 4 RURAL 5 PUERTAS,,,,,,,,,26521800,22881600,19761300,16641100,13104900,12992600,12640400,12120400,11944300,9360600,8840600,8320600,7280500,7072500,6760500,6552400,6240400,5928400
I,13010122,A,,130,10,122,TOYOTA,RAV 4 TODO TERRENO,,,,,,,,,,,,19241300,15456900,14552700,13824700,13440600,12848500,12112100,11592100,10662100,7592500,7280500,7072500,6760500,6448400,6136400
I,13004266,A,,130,04,266,TOYOTA,RAV 4 (4X2) RURAL 5 PUERTAS,,,,,,,,,26521800,22881600,19761300,16641100,13104900,12992600,12640400,12120400,11944300,9360600,8840600,8320600,7280500,7072500,6760500,6552400,6240400,5928400
I,13004A47,A,,130,04,A47,TOYOTA,RAV 4 2.4 2WD RURAL 5 PUERTAS,,,,,,,,,28510000,24600000,21240000,17890000,14090000,13970000,13590000,13030000,12840000,10060000,9500000,8940000,7830000,7600000,7270000,7040000,6710000,6370000
I,13004888,A,,130,04,888,TOYOTA,RAV 4 2.4 AT RURAL 5 PUERTAS,,,,,,,,,28510000,24600000,21240000,17890000,14090000,13970000,13590000,13030000,12840000,10060000,9500000,8940000,7830000,7600000,7270000,7040000,6710000,6370000
I,13010888,A,,130,10,888,TOYOTA,RAV 4 2.4 AT TODO TERRENO,,,,,,,,,,,,20680000,16620000,15640000,14860000,14450000,13810000,13020000,12460000,11460000,8160000,7830000,7600000,7270000,6930000,6600000
I,13010536,A,,130,10,536,TOYOTA,RAV 4 D-4D TODO TERRENO,,,,,,,,,,,,20680000,16620000,15640000,14860000,14450000,13810000,13020000,12460000,11460000,8160000,7830000,7600000,7270000,6930000,6600000
I,13004A62,A,,130,04,A62,TOYOTA,RAV 4 LE SPORT RURAL 5 PUERTAS,,,,,,,,,28510000,24600000,21240000,17890000,14090000,13970000,13590000,13030000,12840000,10060000,9500000,8940000,7830000,7600000,7270000,7040000,6710000,6370000
I,13004778,A,,130,04,778,TOYOTA,RAV 4 SPORT RURAL 5 PUERTAS,,,,,,,,,28510000,24600000,21240000,17890000,14090000,13970000,13590000,13030000,12840000,10060000,9500000,8940000,7830000,7600000,7270000,7040000,6710000,6370000
I,13010778,A,,130,10,778,TOYOTA,RAV 4 SPORT TODO TERRENO,,,,,,,,,,,,20680000,16620000,15640000,14860000,14450000,13810000,13020000,12460000,11460000,8160000,7830000,7600000,7270000,6930000,6600000
I,13004897,A,,130,04,897,TOYOTA,RAV 4L RURAL 5 PUERTAS,,,,,,,,,28510000,24600000,21240000,17890000,14090000,13970000,13590000,13030000,12840000,10060000,9500000,8940000,7830000,7600000,7270000,7040000,6710000,6370000
I,13004845,A,,130,04,845,TOYOTA,RAV 4X2 CVT RURAL 5 PUERTAS,,,,,,,24640000,22710000,20780000,18850000,16910000,15460000,14010000,,,,,,,,,,,,,
I,13004846,A,,130,04,846,TOYOTA,RAV 4X2 CVT FULL RURAL 5 PUERTAS,,,,,,,25130000,23190000,21260000,19330000,17400000,15950000,14500000,,,,,,,,,,,,,
I,13003006,A,,130,03,006,TOYOTA,RAV4 2.0 L RURAL 3 PUERTAS,,,,,,,,,26521800,22881600,19761300,16641100,13104900,12992600,12640400,12120400,11944300,9360600,8840600,8320600,7280500,7072500,6760500,6552400,6240400,5928400
I,13004006,A,,130,04,006,TOYOTA,RAV4 2.0 L RURAL 5 PUERTAS,,,,,,,,,26521800,22881600,19761300,16641100,13104900,12992600,12640400,12120400,11944300,9360600,8840600,8320600,7280500,7072500,6760500,6552400,6240400,5928400
I,13010006,A,,130,10,006,TOYOTA,RAV4 2.0 L TODO TERRENO,,,,,,,,,,,,,,,,,,,,,8216600,7800500,7280500,6864500,6240400,5824400
I,13010967,A,,130,10,967,TOYOTA,RAV4 2.4 GX TODO TERRENO,,,,,,,,,,,,,15841000,15144900,14552700,14168600,13440600,12848500,,,,,,,,
I,13010A35,A,,130,10,A35,TOYOTA,RAV4 4WD LIMITED V6 TODO TERRENO,,,,,,,,,,,,,,,,,,12112100,11592100,10662100,,,,,,
I,13004729,A,,130,04,729,TOYOTA,RAV4 4X2 A/T RURAL 5 PUERTAS,,,,,,,,,26521800,22881600,19761300,16641100,13104900,12992600,12640400,12120400,11944300,9360600,8840600,8320600,7280500,7072500,6760500,6552400,6240400,5928400
I,13004804,A,,130,04,804,TOYOTA,RAV4 4X2 A/T FULL RURAL 5 PUERTAS,,,,,,,,,,,,,14353000,13552800,12824800,12472600,12328400,9880700,,,,,,,,
I,13004849,A,,130,04,849,TOYOTA,RAV4 4X2 CVT RURAL 5 PUERTAS,,,,,,,24640000,22710000,20780000,18850000,16910000,15460000,14010000,,,,,,,,,,,,,
I,13004847,A,,130,04,847,TOYOTA,RAV4 4X2 CVT FULL RURAL 5 PUERTAS,,,,,,,25130000,23190000,21260000,19330000,17400000,15950000,14500000,,,,,,,,,,,,,
I,13004865,A,,130,04,865,TOYOTA,RAV4 4X2 TX RURAL 5 PUERTAS,,,,,,,24640000,22710000,20780000,18850000,16910000,15460000,14010000,,,,,,,,,,,,,
I,13004864,A,,130,04,864,TOYOTA,RAV4 4X2 VX RURAL 5 PUERTAS,,,,,,,25130000,23190000,21260000,19330000,17400000,15950000,14500000,,,,,,,,,,,,,
I,13010855,A,,130,10,855,TOYOTA,RAV4 4X4 6A/T TODO TERRENO,,,,,,,27540000,25610000,23680000,21740000,19810000,18360000,16910000,,,,,,,,,,,,,
I,13010854,A,,130,10,854,TOYOTA,RAV4 4X4 6A/T FULL TODO TERRENO,,,,,,,28030000,26090000,24160000,22230000,20290000,18850000,17400000,,,,,,,,,,,,,
I,13010730,A,,130,10,730,TOYOTA,RAV4 4X4 A/T TODO TERRENO,,,,,,,,,,,,20680000,16620000,15640000,14860000,14450000,13810000,13020000,12460000,11460000,8160000,7830000,7600000,7270000,6930000,6600000
I,13010803,A,,130,10,803,TOYOTA,RAV4 4X4 A/T FULL TODO TERRENO,,,,,,,,,,,,,17030000,16280000,15640000,15230000,14450000,13810000,,,,,,,,
I,13010863,A,,130,10,863,TOYOTA,RAV4 4X4 TX TODO TERRENO,,,,,,,27540000,25610000,23680000,21740000,19810000,18360000,16910000,,,,,,,,,,,,,
I,13010866,A,,130,10,866,TOYOTA,RAV4 4X4 VX TODO TERRENO,,,,,,,28030000,26090000,24160000,22230000,20290000,18850000,17400000,,,,,,,,,,,,,
I,13010862,A,,130,10,862,TOYOTA,RAV4 D-CAT TODO TERRENO,,,,,,,,,,,,,,,,,,13020000,12460000,11460000,,,,,,
I,13010B44,A,,130,10,B44,TOYOTA,RAV4 HEV 2.5 AWD LIMITED TCOVDTO TERRENO,,58800000,54680000,50850000,48310000,45900000,43600000,,,,,,,,,,,,,,,,,,,
I,13010A32,A,,130,10,A32,TOYOTA,RAV4 HV 2.5 AWD LIMITED CTVOTDO TERRENO,,58800000,54680000,50850000,48310000,45900000,43600000,,,,,,,,,,,,,,,,,,,
I,13004A31,A,,130,04,A31,TOYOTA,RAV4 HV 2.5 LIMITED CVT RURAL 5 PUERTAS,,,,44460000,42520000,40590000,38660000,,,,,,,,,,,,,,,,,,,
I,13004A33,A,,130,04,A33,TOYOTA,RAV4 HV 2.5 XLE CVT RURAL 5 PUERTAS,,,,,40590000,38660000,36720000,,,,,,,,,,,,,,,,,,,
I,13004A02,A,,130,04,A02,TOYOTA,RAV4 XLE RURAL 5 PUERTAS,,,,,,,,,26521800,22881600,19761300,16641100,13104900,12992600,12640400,12120400,11944300,9360600,8840600,8320600,7280500,7072500,6760500,6552400,6240400,5928400
I,13003002,A,,130,03,002,TOYOTA,RAV4J RURAL 3 PUERTAS,,,,,,,,,,,,,,,,,,,,,8216600,7800500,7280500,6864500,6240400,5824400
I,13012709,A,,130,12,709,TOYOTA,SIENNA FAMILIAR,,,,,,,,,,,,,,9798000,8958200,7278600,6158800,5039000,4479100,3919200,3471300,3303300,3135400,2967400,2721700,2592100
I,13005709,A,,130,05,709,TOYOTA,SIENNA SEDAN 5 PUERTAS,,,,,,,,,,,,,,,,,,,,3628900,3471300,3303300,3135400,2967400,,
I,13012642,A,,130,12,642,TOYOTA,SIENNA LE FAMILIAR,,,,,,,,,,,,,,,,,,,,5039000,4924900,4795300,4536100,4276900,4147300,4017700
I,13012272,A,,130,12,272,TOYOTA,SIENNA XLE FAMILIAR,,,,,,,,,,,,,,,,,,,,5039000,4924900,4795300,4536100,4276900,4147300,4017700
I,13011104,A,,130,11,104,TOYOTA,SR 5 PICK-UP,,,,,,,,,,,,,,,,,,,,,,,,6094000,5789300,5499800
I,13011229,A,,130,11,229,TOYOTA,SR5 (CABINA Y MEDIA) PICK-UP,,,,,,,,,,,,,,,,,,,,,,,,6771100,6432500,6110900
I,13011116,A,,130,11,116,TOYOTA,SR5 4WD CABINA Y MEDIA PICK-UP,,,,,,,,,,,,,,,,,,,,,,,,6771100,6432500,6110900
I,13021a81,A,,130,21,a81,TOYOTA,SUPRA GR COUPE,,144330000,134230000,,,,,,,,,,,,,,,,,,,,,,,
N,0306888,A,030,68,14,88,TOYOTA,SW4 4X2 SRV 2.7 VVTI 4AT CURUEROA L5 4 P/A5X P -U BE4RTAS,,,,,,,,,,,21341300,19772100,18739600,,,,,,,,,,,,,
N,0306889,A,030,68,14,89,TOYOTA,SW4 4X2 SRV 2.7 VVTI 4AT CURUEROA L7 4 P/A5X P -U CE4RTAS,,,,,,,,,,,21655100,20085900,19051900,,,,,,,,,,,,,
N,03068AY,A,030,68,40,AY,TOYOTA,SW4 4X4 DIAMOND 2.8 TDI 6T AO/DTO 7 ATERRENO,,,,,,,,34408300,,,,,,,,,,,,,,,,,,
N,03068AZ,A,030,68,40,AZ,TOYOTA,SW4 4X4 DIAMOND 2.8 TDI 6T AO/DTO 7 ATE IRI RENO,,,,,,,,34408300,,,,,,,,,,,,,,,,,,
N,03068CP,A,030,68,40,CP,TOYOTA,SW4 4X4 DIAMOND II 2.8 TDIT 6O DATO  7TAERRENO,,61280000,46770000,44430000,42210000,,,,,,,,,,,,,,,,,,,,,
N,03068CV,A,030,68,40,CV,TOYOTA,SW4 4X4 DIAMOND II 2.8 TDIT 6O DATO  7TAE RHRAERNO,,61280000,46770000,44430000,42210000,,,,,,,,,,,,,,,,,,,,,
N,03068CN,A,030,68,40,CN,TOYOTA,SW4 4X4 GR-S 2.8 TDI 6 AT 7TAODO TERRENO,,64340000,49410000,46940000,44590000,,,,,,,,,,,,,,,,,,,,,
I/N,MTM/FMM,T,Fab,Marca,Tipo,Mod,Desc. marca,Desc. Modelo Desc. Tipo,,0Km,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
N,03068CX,A,030,68,40,CX,TOYOTA,SW4 4X4 GR-SPORT 2.8 TDI 6T AOTD 7OA TERRENO,,65540000,51910000,,,,,,,,,,,,,,,,,,,,,,,
N,03068CW,A,030,68,40,CW,TOYOTA,SW4 4X4 GR-SPORT 2.8 TDI 6T AOTD 7OA T HERARENO,,64340000,49410000,46940000,44590000,,,,,,,,,,,,,,,,,,,,,
N,03068BV,A,030,68,40,BV,TOYOTA,SW4 4X4 SR 2.8 TDI 6 AT 5A TODO TERRENO,,,,45000000,42750000,40612500,,,,,,,,,,,,,,,,,,,,
N,03068BD,A,030,68,40,BD,TOYOTA,SW4 4X4 SR 2.8 TDI 6A/T 5A TODO TERRENO,,,,,,37343900,35086700,,,,,,,,,,,,,,,,,,,
N,03068AL,A,030,68,40,AL,TOYOTA,SW4 4X4 SR 2.8 TDI 6M/T 5ATODO TERRENO,,,,,,,31414200,29230600,28161100,27380300,26609000,,,,,,,,,,,,,,,
N,0306885,A,030,68,40,85,TOYOTA,SW4 4X4 SRV 3.0 TDI - C3 TODO TERRENO,,,,,,,,,,,24201600,23468300,22734900,22001500,21268100,20901400,20168000,19434700,18701300,17967900,17234500,,,,,
N,0306887,A,030,68,40,87,TOYOTA,SW4 4X4 SRV 3.0 TDI 5AT CUTEORODO -  AT4ERRENO,,,,,,,,,,,25668400,24568300,23835000,23101600,22734900,,,,,,,,,,,
N,0306886,A,030,68,40,86,TOYOTA,SW4 4X4 SRV 3.0 TDI CUERO T-O ED4O TERRENO,,,,,,,,,,,25668400,24568300,23835000,23101600,22734900,,,,,,,,,,,
N,03068AR,A,030,68,40,AR,TOYOTA,SW4 4X4 SRX 2.7 NAFTA 6A/T O5DAO TERRENO,,,,,,,,33425200,32617800,32008000,31214400,,,,,,,,,,,,,,,
N,03068AP,A,030,68,40,AP,TOYOTA,SW4 4X4 SRX 2.7 NAFTA 6A/T O7DAO TERRENO,,,,,,,,34408300,33586600,33100600,31982000,,,,,,,,,,,,,,,
N,03068AN,A,030,68,40,AN,TOYOTA,SW4 4X4 SRX 2.8 TDI 6 A/T 5ATODO TERRENO,,,,,,,,33425200,32617800,32008000,31214400,,,,,,,,,,,,,,,
N,03068AJ,A,030,68,40,AJ,TOYOTA,SW4 4X4 SRX 2.8 TDI 6 A/T 7ATODO TERRENO,,,,,44125200,41517700,38785700,37514800,36273500,35534000,34245100,,,,,,,,,,,,,,,
N,03068BW,A,030,68,40,BW,TOYOTA,SW4 4X4 SRX 2.8 TDI 6 AT 7ATODO TERRENO,,60680000,45840000,43540000,41370000,39300000,,,,,,,,,,,,,,,,,,,,
N,03068CU,A,030,68,40,CU,TOYOTA,SW4 4X4 SRX 2.8 TDI 6 AT 7AT HOADRO TERRENO,,60680000,45840000,43540000,41370000,39300000,,,,,,,,,,,,,,,,,,,,
N,03068AK,A,030,68,40,AK,TOYOTA,SW4 4X4 SRX 2.8 TDI 6 M/T 7TAODO TERRENO,,,,,43307700,40748800,38067400,31569100,29982500,28460100,27540600,,,,,,,,,,,,,,,
N,03068BT,A,030,68,40,BT,TOYOTA,SW4 4X4 SRX 2.8 TDI 6 MT 7ATODO TERRENO,,62340000,,47000000,44650000,42420000,,,,,,,,,,,,,,,,,,,,
I,13011127,A,,130,11,127,TOYOTA,TACOMA 4X4 (CABINA Y MEDPIAC)K-UP,,,,,,,,,,,14290100,13982100,13485500,12872500,,,,,,,,,,,,
I,13011278,A,,130,11,278,TOYOTA,TACOMA SR5 CABINA Y MEDPIAICK-UP,,,,,,,,,,,,,,,,,,,,,,,,6771100,6432500,6110900
I,13082732,A,,130,82,732,TOYOTA,TUNDRA SR5 PICK-UP CABINA DOBLE,,,,,,,,,,,17862600,17246700,16550400,15937400,14335000,13725000,13267500,12657500,11533500,11108600,10553100,10025500,,,,
I,13080732,A,,130,80,732,TOYOTA,TUNDRA SR5 PICK-UP CABINA SIMPLE,,,,,,,,,,,,,12382100,12075600,11712000,10980000,9272000,9028000,8741200,8498300,8073400,,,,,
I,13004812,A,,130,04,812,TOYOTA,YARIS RURAL 5 PUERTAS,,,,,,,,13000000,12480000,11980800,,,,,,,,,,,,,,,,
I,13002812,A,,130,02,812,TOYOTA,YARIS SEDAN 4 PUERTAS,,,,,,,,13000000,12480000,11980800,,,,,,,,,,,,,,,,
I,13005812,A,,130,05,812,TOYOTA,YARIS SEDAN 5 PUERTAS,,,,,,,,13000000,12480000,11980800,,,,,,,,,,,,,,,,
I,13005808,A,,130,05,808,TOYOTA,YARIS 1.0 5P ENTRY SEDAN 5 PUERTAS,,,,,,,,13000000,12480000,11980800,,,,,,,,,,,,,,,,
I,13005921,A,,130,05,921,TOYOTA,YARIS 5M / T SEDAN 5 PUERTAS,,,,,,,,13000000,12480000,11980800,,,,,,,,,,,,,,,,
I,13005920,A,,130,05,920,TOYOTA,YARIS CVT SEDAN 5 PUERTAS,,,,,,,,13000000,12480000,11980800,,,,,,,,,,,,,,,,
I,13005A84,A,,130,05,A84,TOYOTA,YARIS GLE SPORT SEDAN 5 PUERTAS,,21710000,14960000,14360000,13780000,13230000,12700000,12190000,,,,,,,,,,,,,,,,,,
I,13005A14,A,,130,05,A14,TOYOTA,YARIS S 1.5 6M/T SEDAN 5 PUERTAS,,,,,15300000,14648000,14022100,13721200,,,,,,,,,,,,,,,,,,
I,13005A16,A,,130,05,A16,TOYOTA,YARIS S 1.5 CVT SEDAN 5 PUERTAS,,21710000,14960000,14360000,13780000,13230000,12700000,12190000,,,,,,,,,,,,,,,,,,
I,13005A66,A,,130,05,A66,TOYOTA,YARIS SE SEDAN 5 PUERTAS,,,,,,,,13000000,12480000,11980800,,,,,,,,,,,,,,,,
I,13002898,A,,130,02,898,TOYOTA,YARIS XLI 1.5 SEDAN 4 PUERTAS,,20810000,14050000,13490000,12950000,12430000,11940000,11460000,,,,,,,,,,,,,,,,,,
